"Rounded.date","Site","Treatment","Carrion","Exclusion","Genus.species","DormancyClass","Cover"
2019-03-17,"WP","CO","Low","Open","Bothriochloa ischaemum","PD",0.13
2021-07-18,"WP","CS","Low","Scavenger","Krameria lanceolata","PD",0
2020-07-19,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2020-07-19,"WP","MO","High","Open","Solidago sp","PD",0
2020-07-19,"WP","MO","High","Open","Sporobolus compositus","PD",0
2019-03-17,"WP","CO","Low","Open","Castilleja sp","PD",0
2019-03-17,"OS","MO","High","Open","Lobelia sp","PD",0
2019-03-17,"OS","MO","High","Open","Lolium perenne","PD",0
2019-03-17,"WP","CO","Low","Open","Convolvulus equitans","PY",0
2020-07-19,"WP","MO","High","Open","Tragia ramosa",NA,0
2020-07-19,"WP","MO","High","Open","Unknown plant",NA,0
2021-07-18,"WP","REF","Reference","Herbivore","Dalea purpurea","PY",0
2020-07-19,"WP","MO","High","Open","Verbena halei","PD",0
2021-07-18,"OS","MS","High","Scavenger","Vicia sp","PY",0
2021-07-18,"OS","MS","High","Scavenger","Oxalis sp","ND",0
2019-03-17,"OS","MO","High","Open","Opuntia sp","PD",0.06
2019-04-21,"OS","REF","Reference","Herbivore","Agalinis heterophylla","PD",0
2019-03-17,"WP","CO","Low","Open","Eriogonum longifolium","PD",0.07
2021-07-18,"WP","CS","Low","Scavenger","Panicum sp","PD",0.31
2019-03-17,"WP","CO","Low","Open","Chamaesyce sp",NA,0
2019-04-21,"OS","REF","Reference","Herbivore","Andropogon sp","PD",0
2019-04-21,"OS","CS","Low","Scavenger","Gaura sp","PD",0.06
2019-03-17,"OS","MO","High","Open","Sabatia campestris","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Asclepias asperula","ND",0
2019-04-21,"OS","REF","Reference","Herbivore","Asclepias verticillata","PD",0
2019-03-17,"OS","MO","High","Open","Packera obovata","ND",0
2019-03-17,"OS","MO","High","Open","Setaria sp","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Bothriochloa ischaemum","PD",0
2021-07-18,"WP","CS","Low","Scavenger","Sida sp","PY",0
2021-07-18,"WP","CS","Low","Scavenger","Sisyrinchium sp","PD",0
2021-07-18,"WP","MO","High","Open","Bothriochloa saccharoides","PD",0
2021-07-18,"WP","REF","Reference","Herbivore","Lesquerella sp","PD",0
2019-03-17,"WP","CO","Low","Open","Linum sp","PD",0.07
2019-04-21,"OS","REF","Reference","Herbivore","Cirsium texanum","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Trifolium sp","PY",0.06
2019-04-21,"OS","REF","Reference","Herbivore","Convolvulus equitans","PY",0.06
2021-07-18,"WP","CS","Low","Scavenger","Tragia ramosa",NA,0
2021-07-18,"WP","MO","High","Open","Croton sp","PD",0.44
2021-07-18,"WP","MO","High","Open","Dalea purpurea","PY",0
2021-07-18,"WP","REF","Reference","Herbivore","Nassella leucotricha","PD",0.06
2019-04-21,"OS","REF","Reference","Herbivore","Engelmannia peristenia","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Eragrostis curtipedicellata","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Eryngium leavenworthii","PD",0
2019-04-21,"OS","MO","High","Open","Agalinis heterophylla","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Eriogonum longifolium","PD",0
2019-03-17,"WP","MH","High","Herbivore","Allium sp","PD",0
2019-03-17,"WP","CO","Low","Open","Phyllanthus polygonoides",NA,0
2019-04-21,"OS","REF","Reference","Herbivore","Evax verna","PD",0
2019-04-21,"OS","CS","Low","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-04-21,"OS","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0
2019-04-21,"OS","REF","Reference","Herbivore","Glandularia bipinnatifida","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Houstonia pusilla","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Hedeoma drummondii",NA,0
2019-04-21,"OS","REF","Reference","Herbivore","Helianthus hirsutus","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Hymenopappus tenuifolius",NA,0
2019-03-17,"WP","MH","High","Herbivore","Bothriochloa ischaemum","PD",0.19
2019-03-17,"WP","MH","High","Herbivore","Bothriochloa laguroides","PD",0
2019-03-17,"WP","MH","High","Herbivore","Bothriochloa saccharoides","PD",0
2021-07-18,"WP","MO","High","Open","Lesquerella sp","PD",0
2019-03-17,"WP","CO","Low","Open","Stylosanthes biflora","PY",0
2019-03-17,"WP","CO","Low","Open","Thelesperma filifolium",NA,0
2019-04-21,"OS","MO","High","Open","Trifolium sp","PY",0
2019-04-21,"OS","REF","Reference","Herbivore","Lolium perenne","PD",0
2019-03-17,"WP","CO","Low","Open","Tragia ramosa",NA,0
2021-07-18,"WP","MO","High","Open","Lamiaceae sp",NA,0
2021-07-18,"WP","MO","High","Open","Bryophyta sp",NA,0
2021-07-18,"WP","MO","High","Open","Nassella leucotricha","PD",0
2019-03-17,"WP","MH","High","Herbivore","Dyschoriste linearis",NA,0
2019-04-21,"OS","REF","Reference","Herbivore","Non plant",NA,0
2019-04-21,"OS","MO","High","Open","Eryngium leavenworthii","PD",0
2019-04-21,"OS","MO","High","Open","Erigeron sp","ND",0
2019-04-21,"OS","REF","Reference","Herbivore","Paronychia jamesii",NA,0
2019-03-17,"WP","MH","High","Herbivore","Eriogonum longifolium","PD",0
2019-03-17,"WP","MH","High","Herbivore","Erioneuron pilosum",NA,0
2019-04-21,"WP","CO","Low","Open","Ambrosia psilostachya","PD",0
2019-05-05,"OS","CS","Low","Scavenger","Apiaceae sp","PD",0
2019-05-05,"OS","CS","Low","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-04-21,"OS","MO","High","Open","Glandularia bipinnatifida","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Scutellaria ovata","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Cassia marilandica","PY",0
2019-04-21,"OS","REF","Reference","Herbivore","Packera obovata","ND",0
2019-04-21,"OS","MO","High","Open","Hymenopappus tenuifolius",NA,0
2019-04-21,"WP","CO","Low","Open","Bothriochloa ischaemum","PD",0
2019-03-17,"WP","MH","High","Herbivore","Krameria lanceolata","PD",0
2021-07-18,"WP","MO","High","Open","Sisyrinchium sp","PD",0
2021-07-18,"WP","MO","High","Open","Solidago sp","PD",0
2021-07-18,"WP","MO","High","Open","Sporobolus compositus","PD",0
2019-04-21,"WP","CO","Low","Open","Castilleja sp","PD",0
2019-04-21,"OS","MO","High","Open","Lobelia sp","PD",0
2019-04-21,"OS","MO","High","Open","Lolium perenne","PD",0
2019-04-21,"WP","CO","Low","Open","Convolvulus equitans","PY",0
2021-07-18,"WP","MO","High","Open","Tragia ramosa",NA,0
2021-07-18,"WP","MO","High","Open","Unknown plant",NA,0.12
2021-07-18,"OS","REF","Reference","Herbivore","Evax verna","PD",0
2021-07-18,"WP","MO","High","Open","Verbena halei","PD",0
2019-04-21,"OS","REF","Reference","Herbivore","Vicia sp","PY",0
2019-04-21,"OS","REF","Reference","Herbivore","Oxalis sp","ND",0
2019-04-21,"OS","MO","High","Open","Opuntia sp","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Agalinis heterophylla","PD",0
2019-04-21,"WP","CO","Low","Open","Eriogonum longifolium","PD",0.06
2019-03-17,"WP","MH","High","Herbivore","Panicum sp","PD",0
2019-04-21,"WP","CO","Low","Open","Chamaesyce sp",NA,0
2019-05-05,"OS","REF","Reference","Herbivore","Andropogon sp","PD",0
2019-05-05,"OS","CS","Low","Scavenger","Gaura sp","PD",0
2019-04-21,"OS","MO","High","Open","Sabatia campestris","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Asclepias asperula","ND",0
2019-05-05,"OS","REF","Reference","Herbivore","Asclepias verticillata","PD",0
2019-04-21,"OS","MO","High","Open","Packera obovata","ND",0
2019-04-21,"OS","MO","High","Open","Setaria sp","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Bothriochloa ischaemum","PD",0
2019-03-17,"WP","MH","High","Herbivore","Sida sp","PY",0
2019-03-17,"WP","MH","High","Herbivore","Sisyrinchium sp","PD",0
2019-03-17,"WP","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2020-07-19,"WP","MH","High","Herbivore","Dyschoriste linearis",NA,0
2019-04-21,"WP","CO","Low","Open","Linum sp","PD",0.06
2019-05-05,"OS","REF","Reference","Herbivore","Cirsium texanum","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Trifolium sp","PY",0.06
2019-05-05,"OS","REF","Reference","Herbivore","Convolvulus equitans","PY",0
2019-03-17,"WP","MH","High","Herbivore","Tragia ramosa",NA,0
2019-03-17,"WP","MS","High","Scavenger","Croton sp","PD",0
2019-03-17,"WP","MS","High","Scavenger","Dalea purpurea","PY",0
2019-03-17,"OS","MH","High","Herbivore","Apiaceae sp","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Engelmannia peristenia","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Eragrostis curtipedicellata","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Eryngium leavenworthii","PD",0
2019-05-05,"OS","MO","High","Open","Agalinis heterophylla","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Eriogonum longifolium","PD",0
2019-04-21,"WP","MH","High","Herbivore","Allium sp","PD",0
2019-04-21,"WP","CO","Low","Open","Phyllanthus polygonoides",NA,0
2019-05-05,"OS","REF","Reference","Herbivore","Evax verna","PD",0
2019-05-05,"OS","CS","Low","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-05-05,"OS","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0
2019-05-05,"OS","REF","Reference","Herbivore","Glandularia bipinnatifida","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Houstonia pusilla","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Hedeoma drummondii",NA,0
2019-05-05,"OS","REF","Reference","Herbivore","Helianthus hirsutus","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Hymenopappus tenuifolius",NA,0
2019-04-21,"WP","MH","High","Herbivore","Bothriochloa ischaemum","PD",0
2019-04-21,"WP","MH","High","Herbivore","Bothriochloa laguroides","PD",0
2019-04-21,"WP","MH","High","Herbivore","Bothriochloa saccharoides","PD",0
2019-03-17,"WP","MS","High","Scavenger","Lesquerella sp","PD",0
2019-04-21,"WP","CO","Low","Open","Stylosanthes biflora","PY",0
2019-04-21,"WP","CO","Low","Open","Thelesperma filifolium",NA,0
2019-05-05,"OS","MO","High","Open","Trifolium sp","PY",0
2019-05-05,"OS","REF","Reference","Herbivore","Lolium perenne","PD",0
2019-04-21,"WP","CO","Low","Open","Tragia ramosa",NA,0
2019-03-17,"WP","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-03-17,"WP","MS","High","Scavenger","Bryophyta sp",NA,0.06
2019-03-17,"WP","MS","High","Scavenger","Nassella leucotricha","PD",0
2019-04-21,"WP","MH","High","Herbivore","Dyschoriste linearis",NA,0
2019-05-05,"OS","REF","Reference","Herbivore","Non plant",NA,0.06
2019-05-05,"OS","MO","High","Open","Eryngium leavenworthii","PD",0
2019-05-05,"OS","MO","High","Open","Erigeron sp","ND",0
2019-05-05,"OS","REF","Reference","Herbivore","Paronychia jamesii",NA,0
2019-04-21,"WP","MH","High","Herbivore","Eriogonum longifolium","PD",0
2019-04-21,"WP","MH","High","Herbivore","Erioneuron pilosum",NA,0
2019-05-05,"WP","CO","Low","Open","Ambrosia psilostachya","PD",0
2019-06-02,"OS","CS","Low","Scavenger","Apiaceae sp","PD",0.06
2019-06-02,"OS","CS","Low","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-05-05,"OS","MO","High","Open","Glandularia bipinnatifida","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Scutellaria ovata","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Cassia marilandica","PY",0
2019-05-05,"OS","REF","Reference","Herbivore","Packera obovata","ND",0
2019-05-05,"OS","MO","High","Open","Hymenopappus tenuifolius",NA,0
2019-05-05,"WP","CO","Low","Open","Bothriochloa ischaemum","PD",0
2019-04-21,"WP","MH","High","Herbivore","Krameria lanceolata","PD",0
2019-03-17,"WP","MS","High","Scavenger","Sisyrinchium sp","PD",0.13
2019-03-17,"WP","MS","High","Scavenger","Solidago sp","PD",0
2019-03-17,"WP","MS","High","Scavenger","Sporobolus compositus","PD",0
2019-05-05,"WP","CO","Low","Open","Castilleja sp","PD",0.06
2019-05-05,"OS","MO","High","Open","Lobelia sp","PD",0
2019-05-05,"OS","MO","High","Open","Lolium perenne","PD",0
2019-05-05,"WP","CO","Low","Open","Convolvulus equitans","PY",0
2019-03-17,"WP","MS","High","Scavenger","Tragia ramosa",NA,0
2019-03-17,"WP","MS","High","Scavenger","Unknown plant",NA,0
2019-03-17,"WP","CH","Low","Herbivore","Evax verna","PD",0
2019-03-17,"WP","MS","High","Scavenger","Verbena halei","PD",0
2019-05-05,"OS","REF","Reference","Herbivore","Vicia sp","PY",0
2019-05-05,"OS","REF","Reference","Herbivore","Oxalis sp","ND",0
2019-05-05,"OS","MO","High","Open","Opuntia sp","PD",0.06
2019-06-02,"OS","REF","Reference","Herbivore","Agalinis heterophylla","PD",0
2019-05-05,"WP","CO","Low","Open","Eriogonum longifolium","PD",0.06
2019-04-21,"WP","MH","High","Herbivore","Panicum sp","PD",0
2019-05-05,"WP","CO","Low","Open","Chamaesyce sp",NA,0
2019-06-02,"OS","REF","Reference","Herbivore","Andropogon sp","PD",0
2019-06-02,"OS","CS","Low","Scavenger","Gaura sp","PD",0
2019-05-05,"OS","MO","High","Open","Sabatia campestris","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Asclepias asperula","ND",0
2019-06-02,"OS","REF","Reference","Herbivore","Asclepias verticillata","PD",0
2019-05-05,"OS","MO","High","Open","Packera obovata","ND",0
2019-05-05,"OS","MO","High","Open","Setaria sp","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Bothriochloa ischaemum","PD",0
2019-04-21,"WP","MH","High","Herbivore","Sida sp","PY",0
2019-04-21,"WP","MH","High","Herbivore","Sisyrinchium sp","PD",0
2019-04-21,"WP","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2021-07-18,"WP","MH","High","Herbivore","Dyschoriste linearis",NA,0
2019-05-05,"WP","CO","Low","Open","Linum sp","PD",0.12
2019-06-02,"OS","REF","Reference","Herbivore","Cirsium texanum","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Trifolium sp","PY",0.06
2019-06-02,"OS","REF","Reference","Herbivore","Convolvulus equitans","PY",0
2019-04-21,"WP","MH","High","Herbivore","Tragia ramosa",NA,0.06
2019-04-21,"WP","MS","High","Scavenger","Croton sp","PD",0
2019-04-21,"WP","MS","High","Scavenger","Dalea purpurea","PY",0
2019-04-21,"OS","MH","High","Herbivore","Apiaceae sp","PD",0.06
2019-06-02,"OS","REF","Reference","Herbivore","Engelmannia peristenia","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Eragrostis curtipedicellata","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Eryngium leavenworthii","PD",0
2019-06-02,"OS","MO","High","Open","Agalinis heterophylla","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Eriogonum longifolium","PD",0.13
2019-05-05,"WP","MH","High","Herbivore","Allium sp","PD",0
2019-05-05,"WP","CO","Low","Open","Phyllanthus polygonoides",NA,0
2019-06-02,"OS","REF","Reference","Herbivore","Evax verna","PD",0
2019-06-02,"OS","CS","Low","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-06-02,"OS","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0.06
2019-06-02,"OS","REF","Reference","Herbivore","Glandularia bipinnatifida","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Houstonia pusilla","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Hedeoma drummondii",NA,0
2019-06-02,"OS","REF","Reference","Herbivore","Helianthus hirsutus","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Hymenopappus tenuifolius",NA,0
2019-05-05,"WP","MH","High","Herbivore","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","MH","High","Herbivore","Bothriochloa laguroides","PD",0
2019-05-05,"WP","MH","High","Herbivore","Bothriochloa saccharoides","PD",0
2019-04-21,"WP","MS","High","Scavenger","Lesquerella sp","PD",0
2019-05-05,"WP","CO","Low","Open","Stylosanthes biflora","PY",0
2019-05-05,"WP","CO","Low","Open","Thelesperma filifolium",NA,0
2019-06-02,"OS","MO","High","Open","Trifolium sp","PY",0
2019-06-02,"OS","REF","Reference","Herbivore","Lolium perenne","PD",0
2019-05-05,"WP","CO","Low","Open","Tragia ramosa",NA,0.06
2019-04-21,"WP","MS","High","Scavenger","Lamiaceae sp",NA,0
2019-04-21,"WP","MS","High","Scavenger","Bryophyta sp",NA,0
2019-04-21,"WP","MS","High","Scavenger","Nassella leucotricha","PD",0
2019-05-05,"WP","MH","High","Herbivore","Dyschoriste linearis",NA,0
2019-06-02,"OS","REF","Reference","Herbivore","Non plant",NA,0
2019-06-02,"OS","MO","High","Open","Eryngium leavenworthii","PD",0
2019-06-02,"OS","MO","High","Open","Erigeron sp","ND",0
2019-06-02,"OS","REF","Reference","Herbivore","Paronychia jamesii",NA,0
2019-05-05,"WP","MH","High","Herbivore","Eriogonum longifolium","PD",0.13
2019-05-05,"WP","MH","High","Herbivore","Erioneuron pilosum",NA,0
2019-06-02,"WP","CO","Low","Open","Ambrosia psilostachya","PD",0
2019-07-21,"OS","CS","Low","Scavenger","Apiaceae sp","PD",0
2019-07-21,"OS","CS","Low","Scavenger","Aristida purpurea_Aristida purpurascens",NA,0
2019-06-02,"OS","MO","High","Open","Glandularia bipinnatifida","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Scutellaria ovata","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Cassia marilandica","PY",0
2019-06-02,"OS","REF","Reference","Herbivore","Packera obovata","ND",0
2019-06-02,"OS","MO","High","Open","Hymenopappus tenuifolius",NA,0
2019-06-02,"WP","CO","Low","Open","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","MH","High","Herbivore","Krameria lanceolata","PD",0
2019-04-21,"WP","MS","High","Scavenger","Sisyrinchium sp","PD",0
2019-04-21,"WP","MS","High","Scavenger","Solidago sp","PD",0
2019-04-21,"WP","MS","High","Scavenger","Sporobolus compositus","PD",0
2019-06-02,"WP","CO","Low","Open","Castilleja sp","PD",0
2019-06-02,"OS","MO","High","Open","Lobelia sp","PD",0
2019-06-02,"OS","MO","High","Open","Lolium perenne","PD",0
2019-06-02,"WP","CO","Low","Open","Convolvulus equitans","PY",0
2019-04-21,"WP","MS","High","Scavenger","Tragia ramosa",NA,0
2019-04-21,"WP","MS","High","Scavenger","Unknown plant",NA,0.06
2019-04-21,"WP","CH","Low","Herbivore","Evax verna","PD",0
2019-04-21,"WP","MS","High","Scavenger","Verbena halei","PD",0
2019-06-02,"OS","REF","Reference","Herbivore","Vicia sp","PY",0
2019-06-02,"OS","REF","Reference","Herbivore","Oxalis sp","ND",0
2019-06-02,"OS","MO","High","Open","Opuntia sp","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Agalinis heterophylla","PD",0
2019-06-02,"WP","CO","Low","Open","Eriogonum longifolium","PD",0.06
2019-05-05,"WP","MH","High","Herbivore","Panicum sp","PD",0
2019-06-02,"WP","CO","Low","Open","Chamaesyce sp",NA,0
2019-07-21,"OS","REF","Reference","Herbivore","Andropogon sp","PD",0
2019-07-21,"OS","CS","Low","Scavenger","Gaura sp","PD",0
2019-06-02,"OS","MO","High","Open","Sabatia campestris","PD",0.06
2019-07-21,"OS","REF","Reference","Herbivore","Asclepias asperula","ND",0
2019-07-21,"OS","REF","Reference","Herbivore","Asclepias verticillata","PD",0
2019-06-02,"OS","MO","High","Open","Packera obovata","ND",0
2019-06-02,"OS","MO","High","Open","Setaria sp","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Bothriochloa ischaemum","PD",0
2019-05-05,"WP","MH","High","Herbivore","Sida sp","PY",0
2019-05-05,"WP","MH","High","Herbivore","Sisyrinchium sp","PD",0
2019-05-05,"WP","MS","High","Scavenger","Bothriochloa saccharoides","PD",0
2019-03-17,"WP","MO","High","Open","Dyschoriste linearis",NA,0
2019-06-02,"WP","CO","Low","Open","Linum sp","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Cirsium texanum","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Trifolium sp","PY",0
2019-07-21,"OS","REF","Reference","Herbivore","Convolvulus equitans","PY",0
2019-05-05,"WP","MH","High","Herbivore","Tragia ramosa",NA,0.06
2019-05-05,"WP","MS","High","Scavenger","Croton sp","PD",0
2019-05-05,"WP","MS","High","Scavenger","Dalea purpurea","PY",0
2019-05-05,"OS","MH","High","Herbivore","Apiaceae sp","PD",0.06
2019-07-21,"OS","REF","Reference","Herbivore","Engelmannia peristenia","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Eragrostis curtipedicellata","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Eryngium leavenworthii","PD",0
2019-07-21,"OS","MO","High","Open","Agalinis heterophylla","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Eriogonum longifolium","PD",0
2019-06-02,"WP","MH","High","Herbivore","Allium sp","PD",0
2019-06-02,"WP","CO","Low","Open","Phyllanthus polygonoides",NA,0
2019-07-21,"OS","REF","Reference","Herbivore","Evax verna","PD",0
2019-07-21,"OS","CS","Low","Scavenger","Pyrrhopappus carolinianus","PD",0
2019-07-21,"OS","MO","High","Open","Aristida purpurea_Aristida purpurascens",NA,0.13
2019-07-21,"OS","REF","Reference","Herbivore","Glandularia bipinnatifida","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Houstonia pusilla","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Hedeoma drummondii",NA,0
2019-07-21,"OS","REF","Reference","Herbivore","Helianthus hirsutus","PD",0
2019-07-21,"OS","REF","Reference","Herbivore","Hymenopappus tenuifolius",NA,0
2019-06-02,"WP","MH","High","Herbivore","Bothriochloa ischaemum","PD",0
